"date_time","channel","sp_title","category","sport","subsport","gender","length","description"
2022-09-25 22:00:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,60,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-25 23:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,94,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-26 00:25:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,95,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-26 02:00:00,"Teledeporte","WTA: Tokio",NA,"WTA Tour",NA,NA,105,"Del 19 al 25 de septiembre se disputa en Tokio el torneo WTA de la capital japonesa. La tenista local Naomi Osaka fue la última vencedora del torneo en 2019, antes de la pandemia de la COVID-19."
2022-09-26 03:45:00,"Teledeporte","Vela: SailGP Series",NA,"Vela",NA,NA,90,"Una competición náutica que enfrenta por países a los tripulantes de catamaranes F50. En la temporada 22/23, el certamen celebra su tercera edición y visita costas tan icónicas como las de Bermudas, Chicago, Plymouth, Cádiz o San Francisco."
2022-09-26 05:15:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,90,"Los campeonatos del mundo en carretera son la última gran cita del año ciclista. Del 18 al 25 de septiembre, la ciudad australiana de Wollongong acoge el evento. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2022-09-26 06:45:00,"Teledeporte","División de Honor femenina de balonmano",NA,"Otros",NA,NA,85,"Los 12 mejores equipos femeninos de balonmano disputan la División de Honor. El Bera Bera, actual campeón de la competición, es el rival a batir. El Atlético Guardés de Pontevedra, el Gijón, el Málaga y el Elche se perfilan como las principales alternativas."
2022-09-26 08:10:00,"Teledeporte","Deportistas",NA,"Otros deportes",NA,NA,15,"Un programa cuyo objetivo es concienciar a los ciudadanos sobre la importancia de adquirir hábitos saludables a través de la actividad física y una alimentación adecuada"
2022-09-26 08:25:00,"Teledeporte","Supercopa de España en silla de ruedas",NA,"ACB",NA,NA,95,"El 24 y el 25 de septiembre se disputa en Albacete la Supercopa de España de Baloncesto en silla de ruedas. Reúne a los cuatro mejores conjuntos de la campaña anterior, buscando el primer título oficial de la nueva temporada."
2022-09-26 10:00:00,"Teledeporte","Mundial de remo",NA,"Remo/Piragüismo",NA,NA,140,"La localidad checa de Racice acoge la disputa del Mundial de remo del 18 al 25 de septiembre. Se trata de la 50 edición de esta competición, cancelada los dos últimos años debido a la pandemia."
2022-09-26 12:20:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,95,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-26 14:15:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,85,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-26 15:45:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,15,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-26 16:00:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,15,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-26 16:15:00,"Teledeporte","Universo mujer",NA,"General",NA,NA,15,"Una aproximación al deporte femenino, tanto al de competición como al de promoción. El Consejo Superior de Deportes cuenta con un programa de ayuda para fomentar y aumentar la participación en todo tipo de eventos destinados a las mujeres."
2022-09-26 16:30:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,160,"Con el Mundial en el horizonte, España pretende hacer los deberes en la Nations League. Los de Luis Enrique partirán con ventaja en la última jornada, en la que seguramente se jugarán el pase a la final a cuatro en Portugal, si derrotan hoy a Suiza en La Romareda."
2022-09-26 18:10:00,"Teledeporte","Programa previo: Portugal-España",NA,"Fútbol",NA,NA,65,"Programa especial acerca de la previa del partido que Portugal disputa contra España el 27 de septiembre en Braga (Portugal)."
2022-09-26 19:15:00,"Teledeporte","Gala Nacional del Deporte",NA,"Especiales y galas",NA,NA,75,"La XLI Gala Nacional del Deporte se celebra en Dos Hermanas (Sevilla) el 26 de septiembre. La presentación del acto va a cargo de Jesús Álvarez. La cita cuenta, también, con el LVIII Congreso Nacional de la Prensa Deportiva Española."
2022-09-26 20:30:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,95,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-26 22:00:00,"Teledeporte","Resumen Mundial de motociclismo",NA,"Motociclismo",NA,NA,60,"El Mundial de motociclismo es sinónimo de emoción. Las 18 citas del campeonato reúnen a los pilotos más competitivos sobre dos ruedas. En juego, los títulos de las tres cilindradas. Márquez, Lorenzo, Pedrosa y Rossi volverán a protagonizar una batalla épica en MotoGP."
2022-09-26 23:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,85,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-27 00:44:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,160,"Con el Mundial en el horizonte, España pretende hacer los deberes en la Nations League. Los de Luis Enrique partirán con ventaja en la última jornada, en la que seguramente se jugarán el pase a la final a cuatro en Portugal, si derrotan hoy a Suiza en La Romareda."
2022-09-27 02:10:00,"Teledeporte","Gala Nacional del Deporte",NA,"Especiales y galas",NA,NA,75,"La XLI Gala Nacional del Deporte se celebra en Dos Hermanas (Sevilla) el 26 de septiembre. La presentación del acto va a cargo de Jesús Álvarez. La cita cuenta, también, con el LVIII Congreso Nacional de la Prensa Deportiva Española."
2022-09-27 03:25:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-27 04:55:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,265,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-27 09:20:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-27 11:15:00,"Teledeporte","Supercampeonato de España de Rallyes",NA,"Otros",NA,NA,45,"La cuarta edición del certamen mixto reduce el calendario a nueve pruebas más el obligatorio RallyShow de Madrid en el mes de diciembre. El evento cuenta con cinco rondas de asfalto y otras cuatro de tierra."
2022-09-27 12:00:00,"Teledeporte","Liga Endesa",NA,"ACB",NA,NA,60,"La ACB es la mejor liga de baloncesto de Europa. El Real Madrid y el Barcelona fueron los finalistas de la pasada temporada, con triunfo final para los merengues. Ambos están en el grupo de favoritos, junto al Baskonia, el Unicaja o el Valencia."
2022-09-27 13:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,104,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-27 14:30:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,160,"Con el Mundial en el horizonte, España pretende hacer los deberes en la Nations League. Los de Luis Enrique partirán con ventaja en la última jornada, en la que seguramente se jugarán el pase a la final a cuatro en Portugal, si derrotan hoy a Suiza en La Romareda."
2022-09-27 16:10:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,150,"Los campeonatos del mundo en carretera son la última gran cita del año ciclista. Del 18 al 25 de septiembre, la ciudad australiana de Wollongong acoge el evento. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2022-09-27 18:40:00,"Teledeporte","Resumen Mundial de motociclismo",NA,"Motociclismo",NA,NA,65,"El Mundial de motociclismo es sinónimo de emoción. Las 18 citas del campeonato reúnen a los pilotos más competitivos sobre dos ruedas. En juego, los títulos de las tres cilindradas. Márquez, Lorenzo, Pedrosa y Rossi volverán a protagonizar una batalla épica en MotoGP."
2022-09-27 19:45:00,"Teledeporte","Deportistas",NA,"Otros deportes",NA,NA,15,"Un programa cuyo objetivo es concienciar a los ciudadanos sobre la importancia de adquirir hábitos saludables a través de la actividad física y una alimentación adecuada"
2022-09-27 20:00:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-27 21:30:00,"Teledeporte","Liga Endesa",NA,"ACB",NA,NA,60,"La ACB es la mejor liga de baloncesto de Europa. El Real Madrid y el Barcelona fueron los finalistas de la pasada temporada, con triunfo final para los merengues. Ambos están en el grupo de favoritos, junto al Baskonia, el Unicaja o el Valencia."
2022-09-27 22:35:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,104,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-28 00:33:00,"Teledeporte","Maratón de Berlín",NA,"Atletismo",NA,NA,132,"El 25 de septiembre tiene lugar la Maratón de Berlín. La capital de Alemania alberga la cita atlética desde 1974. La prueba forma parte de las seis que configuran la World Marathon Majors."
2022-09-28 02:45:00,"Teledeporte","Supercopa de España femenina de rugby",NA,"Rugby",NA,NA,105,"El Estadio Municipal El Montecillo de Aranda de Duero acoge la primera Supercopa femenina de rugby, disputada entre el equipo femenino de Sevilla y el Majadahonda. La cita pone en marcha la competición nacional de la temporada actual."
2022-09-28 04:30:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-28 06:00:00,"Teledeporte","FIA World Rallycross Championship",NA,"Otros",NA,NA,55,"El Mundial de Rallycross es un campeonato automovilístico que se disputa desde el año 2014. Cuenta con diez pruebas en su calendario que recorren circuitos que mezclan tramos de asfalto y de tierra. Comienza en Suecia y finaliza el 30 de octubre en Barcelona."
2022-09-28 06:55:00,"Teledeporte","Supercampeonato de España de Rallyes",NA,"Otros",NA,NA,45,"La cuarta edición del certamen mixto reduce el calendario a nueve pruebas más el obligatorio RallyShow de Madrid en el mes de diciembre. El evento cuenta con cinco rondas de asfalto y otras cuatro de tierra."
2022-09-28 07:40:00,"Teledeporte","Mundial de remo",NA,"Remo/Piragüismo",NA,NA,110,"La localidad checa de Racice acoge la disputa del Mundial de remo del 18 al 25 de septiembre. Se trata de la 50 edición de esta competición, cancelada los dos últimos años debido a la pandemia."
2022-09-28 09:30:00,"Teledeporte","Vela: SailGP Series",NA,"Vela",NA,NA,90,"Una competición náutica que enfrenta por países a los tripulantes de catamaranes F50. En la temporada 22/23, el certamen celebra su tercera edición y visita costas tan icónicas como las de Bermudas, Chicago, Plymouth, Cádiz o San Francisco."
2022-09-28 11:00:00,"Teledeporte","Baloncesto al día",NA,"Baloncesto",NA,NA,5,"Un espacio que sigue las actividades de la Federación Española de Baloncesto. En especial, de todo lo relacionado con la Liga Dia, la competición femenina de más alto nivel. Pero también, de las labores de promoción del deporte para todas las edades."
2022-09-28 11:05:00,"Teledeporte","Jóvenes y deporte",NA,"Otros deportes",NA,NA,5,"Un espacio que se propone dar difusión al deporte juvenil, base de una vida saludable y cuna de futuros campeones."
2022-09-28 11:10:00,"Teledeporte","Hola Golf",NA,"Golf",NA,NA,15,"Un espacio que analiza toda la actualidad del mundo del golf. El noticiario hace especial hincapié en las citas del PGA Tour y del circuito europeo."
2022-09-28 11:25:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,119,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-28 12:55:00,"Teledeporte","Resumen Mundial de motociclismo",NA,"Motociclismo",NA,NA,65,"El Mundial de motociclismo es sinónimo de emoción. Las 18 citas del campeonato reúnen a los pilotos más competitivos sobre dos ruedas. En juego, los títulos de las tres cilindradas. Márquez, Lorenzo, Pedrosa y Rossi volverán a protagonizar una batalla épica en MotoGP."
2022-09-28 14:00:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,105,"España se juega en Braga su presencia en la fase final de la Nations League. Los de Luis Enrique deben ganar a Portugal a domicilio si quieren pelear por el título. Con el Mundial a la vista, un triunfo también reforzaría la confianza de la Selección."
2022-09-28 15:45:00,"Teledeporte","Deportistas",NA,"Otros deportes",NA,NA,15,"Un programa cuyo objetivo es concienciar a los ciudadanos sobre la importancia de adquirir hábitos saludables a través de la actividad física y una alimentación adecuada"
2022-09-28 16:00:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,90,"Los campeonatos del mundo en carretera son la última gran cita del año ciclista. Del 18 al 25 de septiembre, la ciudad australiana de Wollongong acoge el evento. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2022-09-28 17:30:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-28 18:00:00,"Teledeporte","Evasión",NA,"Otros deportes",NA,NA,20,"Un espacio sobre los deportes populares que ayudan a escapar de la rutina diaria. Destinos y escapadas para practicar todo tipo de deporte al aire libre, así como los mejores consejos sobre preparación física, junto con el análisis y novedades sobre equipamiento."
2022-09-28 18:20:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-28 18:35:00,"Teledeporte","Maratón de Berlín",NA,"Atletismo",NA,NA,132,"El 25 de septiembre tiene lugar la Maratón de Berlín. La capital de Alemania alberga la cita atlética desde 1974. La prueba forma parte de las seis que configuran la World Marathon Majors."
2022-09-28 21:15:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,105,"España se juega en Braga su presencia en la fase final de la Nations League. Los de Luis Enrique deben ganar a Portugal a domicilio si quieren pelear por el título. Con el Mundial a la vista, un triunfo también reforzaría la confianza de la Selección."
2022-09-28 23:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,119,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-29 00:35:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,50,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-29 01:25:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,50,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-29 02:20:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,50,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-29 03:20:00,"Teledeporte","Mundial de remo",NA,"Remo/Piragüismo",NA,NA,100,"La localidad checa de Racice acoge la disputa del Mundial de remo del 18 al 25 de septiembre. Se trata de la 50 edición de esta competición, cancelada los dos últimos años debido a la pandemia."
2022-09-29 05:00:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-29 05:30:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-29 05:45:00,"Teledeporte","Hola Golf",NA,"Golf",NA,NA,15,"Un espacio que analiza toda la actualidad del mundo del golf. El noticiario hace especial hincapié en las citas del PGA Tour y del circuito europeo."
2022-09-29 06:00:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,145,"Los campeonatos del mundo en carretera son la última gran cita del año ciclista. Del 18 al 25 de septiembre, la ciudad australiana de Wollongong acoge el evento. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2022-09-29 08:25:00,"Teledeporte","Mundial de remo",NA,"Remo/Piragüismo",NA,NA,100,"La localidad checa de Racice acoge la disputa del Mundial de remo del 18 al 25 de septiembre. Se trata de la 50 edición de esta competición, cancelada los dos últimos años debido a la pandemia."
2022-09-29 10:30:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-29 10:40:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,30,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-29 10:50:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,95,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-29 12:20:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,115,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-29 14:15:00,"Teledeporte","Copa de Naciones de salto ecuestre",NA,"Hípica",NA,NA,140,"La Copa de Naciones recorre diferentes puntos del planeta en busca de los mejores jinetes y amazonas. Se trata de una competición para especialistas en saltos de obstáculos, que compiten defendiendo a sus respectivos países."
2022-09-29 16:35:00,"Teledeporte","Evasión",NA,"Otros deportes",NA,NA,25,"Un espacio sobre los deportes populares que ayudan a escapar de la rutina diaria. Destinos y escapadas para practicar todo tipo de deporte al aire libre, así como los mejores consejos sobre preparación física, junto con el análisis y novedades sobre equipamiento."
2022-09-29 17:00:00,"Teledeporte","A toda vela",NA,"Deportes náuticos",NA,NA,15,"En la vela latina, las embarcaciones cuentan con una lona en forma triangular o de cuchillo que el viento impulsa a gran velocidad. Este espacio repasa la actualidad de esta modalidad deportiva, con un vistazo a las competiciones más interesantes."
2022-09-29 17:15:00,"Teledeporte","Guerreras DHF",NA,"Balonmano",NA,NA,30,"Un repaso a lo mejor de cada jornada en la División de Honor del balonmano femenino en España."
2022-09-29 17:45:00,"Teledeporte","Deportistas",NA,"Otros deportes",NA,NA,15,"Un programa cuyo objetivo es concienciar a los ciudadanos sobre la importancia de adquirir hábitos saludables a través de la actividad física y una alimentación adecuada"
2022-09-29 18:00:00,"Teledeporte","Golf: Tour Nacional Femenino",NA,"Otros",NA,NA,30,"El Santander Golf Tour es el circuito nacional femenino de este deporte. Un evento que recorre diez de los mejores clubes de nuestro país, como el de La Peñaza, Oliva, El Prat, Peralada, Madrid o Pedreña."
2022-09-29 18:30:00,"Teledeporte","Extreme E",NA,"Otros",NA,NA,40,"El Extreme E, la competición de automóviles todoterreno eléctricos que se disputa en lugares del planeta afectados por el cambio climático, vive su segunda temporada. El campeonato cuenta con un total de cinco mangas."
2022-09-29 19:10:00,"Teledeporte","UEFA Nations League",NA,"Otros",NA,NA,105,"España se juega en Braga su presencia en la fase final de la Nations League. Los de Luis Enrique deben ganar a Portugal a domicilio si quieren pelear por el título. Con el Mundial a la vista, un triunfo también reforzaría la confianza de la Selección."
2022-09-29 20:55:00,"Teledeporte","Universo mujer",NA,"General",NA,NA,15,"Una aproximación al deporte femenino, tanto al de competición como al de promoción. El Consejo Superior de Deportes cuenta con un programa de ayuda para fomentar y aumentar la participación en todo tipo de eventos destinados a las mujeres."
2022-09-29 21:10:00,"Teledeporte","Moto Avenue",NA,"Motociclismo",NA,NA,15,"Un programa pensado para los amantes de la gasolina y de las dos ruedas. El motociclismo de competición es el gran protagonista de este espacio."
2022-09-29 21:25:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,115,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-29 23:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,95,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-30 00:38:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,82,"Los campeonatos del mundo en carretera son la última gran cita del año ciclista. Del 18 al 25 de septiembre, la ciudad australiana de Wollongong acoge el evento. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2022-09-30 02:00:00,"Teledeporte","Copa de Naciones de salto ecuestre",NA,"Hípica",NA,NA,150,"La Copa de Naciones recorre diferentes puntos del planeta en busca de los mejores jinetes y amazonas. Se trata de una competición para especialistas en saltos de obstáculos, que compiten defendiendo a sus respectivos países."
2022-09-30 04:30:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-30 06:00:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,55,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-30 06:55:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,55,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-30 07:50:00,"Teledeporte","Mundial de motocross",NA,"Motocross",NA,NA,55,"El mundial de motocross promete espectáculo. La 66ª temporada incluye 20 eventos que se celebran desde el mes de febrero hasta mediados de septiembre. Jeffrey Herlings defiende título en la clase MXGP. En MX2, el vencedor de 2021 fue Maxime Renaux."
2022-09-30 08:50:00,"Teledeporte","Mundobasket femenino",NA,"Mundial",NA,NA,90,"Las 12 mejores selecciones del planeta luchan en Australia por el Mundobasket femenino del 22 de septiembre al 1 de octubre. Ausente España, Estados Unidos parte como gran favorita. Las anfitrionas, Francia y Canadá intentarán dar la campanada."
2022-09-30 10:45:00,"Teledeporte","Guerreras DHF",NA,"Balonmano",NA,NA,30,"Un repaso a lo mejor de cada jornada en la División de Honor del balonmano femenino en España."
2022-09-30 11:15:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 11:35:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 11:45:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 11:55:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 12:05:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 12:20:00,"Teledeporte","Surfing.es",NA,"Deportes náuticos",NA,NA,15,"El surf es una modalidad muy espectacular, tanto para quien lo ve como para el que lo practica. Los surfistas deben tener un espíritu aventurero, ya que en muchas ocasiones arriesgan su vida contra las olas. Este espacio repasa la actualidad de este mundo."
2022-09-30 12:35:00,"Teledeporte","Extreme E",NA,"Otros",NA,NA,40,"El Extreme E, la competición de automóviles todoterreno eléctricos que se disputa en lugares del planeta afectados por el cambio climático, vive su segunda temporada. El campeonato cuenta con un total de cinco mangas."
2022-09-30 13:15:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,98,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2022-09-30 14:45:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2022-09-30 15:30:00,"Teledeporte","Vela: SailGP Series",NA,"Vela",NA,NA,30,"Una competición náutica que enfrenta por países a los tripulantes de catamaranes F50. En la temporada 22/23, el certamen celebra su tercera edición y visita costas tan icónicas como las de Bermudas, Chicago, Plymouth, Cádiz o San Francisco."
2022-09-30 16:00:00,"Teledeporte","Mundial de turismos eléctricos",NA,"Otros",NA,NA,30,"El mundo de la automoción se dirige cada vez más hacia lo enchufable. Como muestra, el primer campeonato mundial de turismos de fabricantes múltiples totalmente eléctricos. El certamen tiene un atractivo sistema de competición de batallas entre pilotos."
